33.84197235,387.6339722,50.61238098
34.14696503,392.5162354,51.40884781
34.45371628,396.6968689,52.12594223
34.76059723,401.6485596,52.76366425
35.06737518,406.2446899,53.53549957
35.37360764,410.4296265,54.21974945
35.6807785,415.5197449,54.98337173
35.98723221,420.0084839,55.6484642
36.29411697,424.4719849,56.34366226
36.60155869,429.1913452,57.14286804
36.90808868,433.3280945,57.78606415
37.21496201,438.360321,58.58800507
37.52180481,442.8411255,59.25583267
37.82854462,447.5236816,60.03040695
38.13504028,452.0528565,60.76665878
38.44135284,456.3390198,61.43175125
38.74824905,461.4807129,62.23643112
39.05396652,465.7478638,62.95626068
39.36075974,470.3659363,63.66788101
39.66769791,474.9329834,64.51634979
39.97454834,479.3632813,65.19239044
40.29149628,484.2773132,65.96696472
40.58770752,488.7107239,66.62657928
40.89401245,493.4141235,67.38746643
41.20077515,497.7171326,68.12645721
41.50770569,502.226532,68.85997009
41.8146019,507.1827087,69.64823151
42.12166214,511.4613342,70.31332397
42.42784882,516.4857178,71.09609985
42.73478317,520.8895264,71.8433075
43.04110718,525.2102661,72.56313324
43.34794235,530.2442627,73.35960388
43.65518188,534.8401489,74.06848907
43.96035004,539.4813232,74.82663727
44.2671814,544.1051636,75.60942078
44.57396698,548.2827759,76.27998352
44.88035583,553.2824707,77.09835052
45.18716431,557.5949097,77.79080963
45.49534988,562.4490356,78.54621887
45.80033112,567.0446777,79.33721924
46.10739136,571.4300537,80.05158234
46.41420746,576.3074341,80.84256744
46.72094345,580.8364258,81.57881927
47.02746582,585.2792969,82.29865265
47.33537292,589.8823242,83.09238434
47.64031601,594.3199463,83.76295471
47.94737625,599.2888184,84.53752136
48.25400543,603.673523,85.29567719
48.56042862,608.2680054,86.00730133
48.86766052,613.1395264,86.80376434
49.17440414,617.4761353,87.53180695
49.4898262,622.1541748,88.25984955
49.7878685,626.6570435,89.03168488
50.09429169,631.5568237,89.73783112
50.40106964,635.9994507,90.53156281
50.70788956,640.442749,91.29792023
51.01419449,645.1178589,92.01501465
51.32247925,649.4447632,92.75127411
51.62744522,654.2903442,93.46562958
51.93483734,658.9546509,94.24020386
52.24171066,663.3077393,94.88887024
52.54867554,668.0779419,95.70723724
52.85373306,672.3615112,96.38326263
53.16080475,677.4865723,97.13047028
53.46759033,681.9181519,97.92146301
53.77458191,686.220459,98.59750366
54.08052063,691.1082153,99.36386871
54.38739014,695.7327271,100.1110687
54.69418716,700.3359375,100.8172073
55.00147247,705.0018311,101.5671539
55.30832291,709.2116699,102.2322464
55.61510468,714.2838745,103.0068207
55.92090988,718.5704346,103.6445389
56.22787094,723.1212769,104.3315277
56.53425217,727.6925049,105.0212479
56.84114075,732.0980225,105.5741272
57.14710617,737.6102905,106.1379471
57.454422,741.4986572,106.3432236
57.7611618,745.8043823,106.8440933
58.06778336,749.7129517,107.4298248
58.37469482,754.2298584,107.8376236
58.6815033,759.2019043,108.2919693
58.98823166,763.6358032,108.4862976
59.29506683,768.5581055,108.7025223
59.60192871,773.3532105,109.0282364
59.9071846,778.0452271,109.2471848
60.21425629,782.9034424,109.3539276
60.52101135,787.1604004,109.5236206
60.836586,792.2069702,109.5838318
61.13418198,796.6671753,109.6002579
61.44133377,800.7667847,109.4770889
61.74831009,805.9761963,109.2088623
62.05386353,810.4267578,108.8037872
62.36079788,815.1025391,108.0894318
62.66761398,819.7042847,107.180748
62.97488022,824.2088623,105.9764633
63.28159332,829.1350708,104.624382
63.58816528,833.3857422,103.1190338
63.89348984,837.9807129,101.7450562
64.20050049,843.3546753,100.7570038
64.50724792,847.2869263,100.2752914
64.81402588,852.2637329,100.3820343
65.12128448,856.7423706,100.8226852
65.42813873,861.6151123,101.5288467
65.73506927,866.090332,102.4429932
66.04108429,870.4970703,103.3735733
66.34791565,875.4778442,104.4300461
66.65473175,879.789917,105.445488
66.96160889,884.168335,106.4417572
67.26769257,888.9681397,107.5037155
67.57366943,893.4033814,108.5711441
67.88056946,898.2553711,109.6029968
68.18854523,902.7147217,110.7279053
68.49449921,907.4360352,111.7570114
68.80012512,911.9679565,112.8545532
69.10813904,916.383667,113.8645096
69.41622925,921.4050903,114.9921494
69.721138,925.6392212,116.0732651
70.02755737,930.4266357,117.066803
70.3342514,935.1884155,118.1917191
70.64104462,939.3646851,119.2262955
70.9475174,944.1107788,120.3156204
71.25431824,948.6218262,121.3803177
72.15562439,950.6514893,121.6156998
73.05594635,950.3095093,121.6156998
73.95600891,950.31604,121.626648
74.86490631,950.2155762,121.673172
75.75448608,950.2316284,121.790863
76.65596771,950.0223999,121.7936173
77.55535889,950.1190186,121.8784485
78.45436096,950.0834351,121.9249802
79.35490417,950.0643921,121.9961395
80.25448608,950.1834717,122.0289841
81.15562439,949.9837647,122.080986
82.05590057,950.0928345,122.0892029
82.95451355,950.3189697,122.2068939
83.86044312,949.9385986,122.1740494
84.75593567,950.0446167,122.324585
85.65570068,950.038208,122.2917404
86.55433655,950.0484009,122.3437424
87.45458221,950.2348633,122.3793182
88.35448456,950.2996826,122.4395371
89.25499725,950.0516357,122.4997482
90.15610504,949.9482422,122.5243835
91.05554962,950.1612549,122.5818481
91.95433807,949.9932251,122.611969
92.85759735,949.9482422,122.6147003
93.75479126,950.1380615,122.6831284
94.65572357,950.1124268,122.6858673
95.55532074,949.9962769,122.7515564
96.45576477,950.0446167,122.7679901
97.35489655,950.1062012,122.7542877
98.25578308,950.2028198,122.8172455
99.1554184,950.0446167,122.8719788
100.0548325,950.2028198,122.8747177
100.9548569,950.102356,122.8993607
101.8550263,950.1899414,122.9157715
102.7555618,950.0577393,122.9075623
103.6557312,950.2513428,122.951355
104.556015,950.0705566,122.9595642
105.455925,950.0317383,123.0088348
106.354866,949.9608765,123.0526276
107.2559738,950.2965088,123.0389404
108.1551819,950.0611572,123.0498886
109.0555649,950.2122803,123.0608368
109.9557877,950.40271,123.1046295
110.8558197,950.1707764,123.0991516
111.7547379,950.0192261,123.1429443
112.6555405,949.9285278,123.1812668
113.554451,950.0151978,123.1538925
114.45504,950.0643921,123.1703186
115.3553467,950.1124268,123.1976852
116.2550201,949.9608765,123.2277832
117.155632,949.9703369,123.1949463
118.0547638,950.0285034,123.192215
118.9553528,949.8704834,123.2688446
